Unnamed: 0,Source Data Set,Complex ID,PDB,Mutations,Ligand Chains,Receptor Chains,Ligand Name,Receptor Name,KD(M),Affinity Method,Structure Method,Temperature(K),Resolution(A),PDB PubMed ID,PDB Release Date,Affinity PubMed ID,Affinity Release Date,Subgroup
171,SKEMPI v2.0,"2NZ9:A, C, D::PMID=17173035",2NZ9,,"C, D",A,AR2 mab,BoNT/A1,1.36e-10,Other,X-RAY DIFFRACTION,296.0,3.79,17173035.0,26/12/2006,17173035,2007 Jan,OTHER
187,SKEMPI v2.0,"2VIR:A, B, C::PMID=9461077",2VIR,,"A, B",C,IgG1 lambda fab,Flu virus hemagglutinin,1e-09,SPR,X-RAY DIFFRACTION,298.0,3.25,9461077.0,29/04/1998,9461077,1998 Feb,OTHER
188,SKEMPI v2.0,"2VIS:A, B, C::PMID=9461077",2VIS,,"A, B",C,IgG1 lambda fab,Flu virus hemagglutinin,4e-06,SPR,X-RAY DIFFRACTION,298.0,3.25,9461077.0,29/04/1998,9461077,1998 Feb,OTHER
197,SKEMPI v2.0,"3B4V:A, B, C::PMID=22052913",3B4V,,"A, B",C,Activin A,Follistatin-like 3,1.4e-10,SPR,X-RAY DIFFRACTION,298.0,2.48,18768470.0,02/09/2008,22052913,2012 Jan 6,OTHER
199,SKEMPI v2.0,"3BE1:A, H, L::PMID=19299620",3BE1,,"H, L",A,bH1 Fab,erbB-2,2.6e-08,SPR,X-RAY DIFFRACTION,298.0,2.9,19299620.0,18/11/2008,19299620,2009 Mar 20,OTHER
200,SKEMPI v2.0,"3BIW:A, E::PMID=18093522",3BIW,,A,E,Neuroligin-1,Neurexin-1-beta,9.7e-08,ITC,X-RAY DIFFRACTION,293.0,3.5,18093522.0,18/12/2007,18093522,2007 Dec 20,OTHER
202,SKEMPI v2.0,"3BN9:B, C, D::PMID=17475279",3BN9,,B,"C, D",Membrane-type serine protease 1,E2 fab,1.23e-11,FL,X-RAY DIFFRACTION,298.0,2.17,18514224.0,09/09/2008,17475279,2007 Jun 15,OTHER
214,SKEMPI v2.0,"3BX1:A, C::PMID=18556023",3BX1,,A,C,Subtilisin Savinase,Alpha-amylase/subtilisin inhibitor,4.5e-09,IASP,X-RAY DIFFRACTION,298.0,1.85,18556023.0,08/07/2008,18556023,2008 Jul 18,OTHER
219,SKEMPI v2.0,"3EG5:A, B::PMID=18829452",3EG5,,A,B,M. musculus Cdc42,MdiaN-TSH,1.25e-06,ITC,X-RAY DIFFRACTION,293.0,2.7,18829452.0,14/10/2008,18829452,2008 Dec 12,OTHER
222,SKEMPI v2.0,"3F1S:A, B::PMID=25713144",3F1S,,A,B,Z-dependent protease inhibitor,Protein A/Z,2.1e-09,Other,X-RAY DIFFRACTION,298.0,2.3,19528533.0,30/06/2009,25713144,2015 Apr 10,OTHER
227,SKEMPI v2.0,"3HH2:A, B, C::PMID=22052913",3HH2,,"A, B",C,Myostatin,Follistatin,6.3e-09,SPR,X-RAY DIFFRACTION,298.0,2.15,19644449.0,04/08/2009,22052913,2012 Jan 6,OTHER
228,SKEMPI v2.0,"3IDX:G, H, L::PMID=17301785",3IDX,,"H, L",G,b13 fab,gp120,2.91e-07,SPR,X-RAY DIFFRACTION,298.0,2.5,19965434.0,17/11/2009,17301785,2007 Feb 15,OTHER
234,SKEMPI v2.0,"3LZF:A, B, H, L::PMID=23236279",3LZF,,"A, B","H, L",Hemagglutinin HA2,Antibody 2D1,2.5e-09,SP,X-RAY DIFFRACTION,298.0,2.8,20339031.0,07/04/2010,23236279,2012,OTHER
237,SKEMPI v2.0,"3MZG:A, B::PMID=20889499",3MZG,,A,B,Prolactin,Prolactin receptor,1.7e-05,SPR,X-RAY DIFFRACTION,298.0,2.1,20889499.0,29/09/2010,20889499,2010 Dec 3,OTHER
239,SKEMPI v2.0,"3N06:A, B::PMID=20889499",3N06,,A,B,Prolactin,Prolactin receptor,7.2e-06,SPR,X-RAY DIFFRACTION,298.0,2.0,20889499.0,29/09/2010,20889499,2010 Dec 3,OTHER
240,SKEMPI v2.0,"3N0P:A, B::PMID=20889499",3N0P,,A,B,Prolactin,Prolactin receptor,1.92e-06,SPR,X-RAY DIFFRACTION,298.0,2.1,20889499.0,29/09/2010,20889499,2010 Dec 3,OTHER
241,SKEMPI v2.0,"3N4I:A, B::PMID=21294157",3N4I,,A,B,SHV-1 beta-lactamase,BLIP,1.1e-09,IASP,X-RAY DIFFRACTION,299.0,1.56,21294157.0,09/03/2011,21294157,2011 Apr,OTHER
242,SKEMPI v2.0,"3N85:A, H, L::PMID=20654626",3N85,,A,"H, L",HER2,Fab37,7.9e-10,SPR,X-RAY DIFFRACTION,298.0,3.2,20654626.0,28/07/2010,20654626,2010 Sep 10,OTHER
243,SKEMPI v2.0,"3NCB:A, B::PMID=20889499",3NCB,,A,B,Prolactin,Prolactin receptor,6.28e-06,SPR,X-RAY DIFFRACTION,298.0,2.1,20889499.0,29/09/2010,20889499,2010 Dec 3,OTHER
244,SKEMPI v2.0,"3NCC:A, B::PMID=20889499",3NCC,,A,B,Prolactin,Prolactin receptor,9.4e-06,SPR,X-RAY DIFFRACTION,298.0,2.5,20889499.0,29/09/2010,20889499,2010 Dec 3,OTHER
245,SKEMPI v2.0,"3NGB:G, H, L::PMID=20616231",3NGB,,"H, L",G,VRC01 fab,gp120,5.76e-09,SPR,X-RAY DIFFRACTION,298.0,2.68,20616231.0,07/07/2010,20616231,2010 Aug 13,OTHER
246,SKEMPI v2.0,"3NPS:A, B, C::PMID=17475279",3NPS,,A,"B, C",Membrane-type serine protease 1,S4 fab,7.04e-11,FL,X-RAY DIFFRACTION,298.0,1.5,22154938.0,06/07/2011,17475279,2007 Jun 15,OTHER
247,SKEMPI v2.0,"3NVN:A, B::PMID=20727575",3NVN,,B,A,Plexin-C1,A39R,9.4e-09,ITC,X-RAY DIFFRACTION,303.0,2.26,20727575.0,15/09/2010,20727575,2010 Sep 3,OTHER
248,SKEMPI v2.0,"3NVQ:A, B::PMID=20727575",3NVQ,,B,A,Plexin-C1,Semaphorin-7A,2.87e-07,ITC,X-RAY DIFFRACTION,303.0,2.4,20727575.0,15/09/2010,20727575,2010 Sep 3,OTHER
255,SKEMPI v2.0,"3QHY:A, B::PMID=23625930",3QHY,,A,B,B. anthracis beta-lactamase,BLIP-II,3e-13,IASP,X-RAY DIFFRACTION,298.0,2.06,21775426.0,20/07/2011,23625930,2013 Jun 14,OTHER
257,SKEMPI v2.0,"3R9A:A, B, C::PMID=22529745",3R9A,,"A, C",B,Alanine-glyoxylate aminotransferase,PEX5P,3.5e-06,ITC,X-RAY DIFFRACTION,298.0,2.35,22529745.0,11/05/2011,22529745,2012,OTHER
264,SKEMPI v2.0,"3SE8:G, H, L::PMID=27908641",3SE8,,"H, L",G,VRC03 Fab,gp120,6.3e-08,SPR,X-RAY DIFFRACTION,303.0,1.9,21835983.0,10/08/2011,27908641,2017 Apr 7,OTHER
265,SKEMPI v2.0,"3SE9:G, H, L::PMID=27908641",3SE9,,"H, L",G,VRC-PG04,gp120,2.5e-08,SPR,X-RAY DIFFRACTION,303.0,2.0,21835983.0,10/08/2011,27908641,2017 Apr 7,OTHER
271,SKEMPI v2.0,"3U82:A, B::PMID=25231300",3U82,,A,B,HSV-1 gD,Nectin-1,1.25e-08,SPR,X-RAY DIFFRACTION,298.0,3.16,22146396.0,21/03/2012,25231300,2014 Dec,OTHER
275,SKEMPI v2.0,"3VR6:A, B, C, D, E, F, G, H::PMID=24058539",3VR6,,"A, B, C, D, E, F","G, H",E. hirae V1-ATPase A3B3 complex,E. hirae V1-ATPase DF complex,1.6e-09,SPR,X-RAY DIFFRACTION,298.0,2.68,23334411.0,16/01/2013,24058539,2013,OTHER
276,SKEMPI v2.0,"3W2D:A, H, L::PMID=24423621",3W2D,,A,"H, L",Staphylococcal enterotoxin B,3E2 fab,5.79e-10,SPR,X-RAY DIFFRACTION,298.0,3.1,24423621.0,25/12/2013,24423621,2014 Jan-Feb,OTHER
279,SKEMPI v2.0,"4BFI:A, B::PMID=23602662",4BFI,,A,B,CD200R,CD200,6e-07,SPR,X-RAY DIFFRACTION,298.0,3.22,23602662.0,01/05/2013,23602662,2013 May 7,OTHER
285,SKEMPI v2.0,"4FZA:A, B::PMID=23434407",4FZA,,A,B,MO25,MST4,9.12e-09,BLI,X-RAY DIFFRACTION,298.0,3.15,23434407.0,06/03/2013,23434407,2013 Mar 5,OTHER
288,SKEMPI v2.0,"4GNK:A, B::PMID=23377541",4GNK,,A,B,G(q) alpha,PLC beta 3,2.2e-07,FL,X-RAY DIFFRACTION,298.0,4.0,23377541.0,06/02/2013,23377541,2013 Mar,OTHER
290,SKEMPI v2.0,"4GXU:A, B, C, D, E, F, M, N::PMID=23236279",4GXU,,"A, B, C, D, E, F","M, N",Hemagglutinin HA2,Antibody 1F1,6.2e-09,SP,X-RAY DIFFRACTION,298.0,3.29,23236279.0,19/12/2012,23236279,2012,OTHER
291,SKEMPI v2.0,"4HFK:A, B, D::PMID=23288853",4HFK,,A,"B, D",Tae4,Tai4,2.69e-10,SPR,X-RAY DIFFRACTION,298.0,2.1,23288853.0,16/01/2013,23288853,2013 Feb 22,OTHER
293,SKEMPI v2.0,"4HSA:A, B, C::PMID=23695682",4HSA,,"A, B",C,Interleukin-17a,Interleukin-17 receptor A,2.46e-09,SPR,X-RAY DIFFRACTION,298.0,3.15,23695682.0,22/05/2013,23695682,2013,OTHER
296,SKEMPI v2.0,"4JEU:A, B::PMID=23858467",4JEU,,A,B,Munc18a,Syntaxin-1A,1.4e-09,ITC,X-RAY DIFFRACTION,298.0,3.2,23858467.0,17/07/2013,23858467,2013 Jul 30,OTHER
300,SKEMPI v2.0,"4JGH:A, B, C, D::PMID=23897481",4JGH,,"A, B, C",D,SOCS2-Elongin BC complex,N-terminal fragment of Cullin5,2.81e-08,ITC,X-RAY DIFFRACTION,298.0,3.0,23897481.0,07/08/2013,23897481,2013 Aug,OTHER
301,SKEMPI v2.0,"4JPK:A, H, L::PMID=23539181",4JPK,,"H, L",A,VRC01 fab,eOD-GT6,4.36e-08,SPR,X-RAY DIFFRACTION,298.0,2.4,23539181.0,10/04/2013,23539181,2013 May 10,OTHER
302,SKEMPI v2.0,"4K71:A, B, C::PMID=24120761",4K71,,A,"B, C",Human Serum Albumin,FcRn,3e-09,ELISA,X-RAY DIFFRACTION,298.0,2.4,24120761.0,23/10/2013,24120761,2013 Nov 5,OTHER
308,SKEMPI v2.0,"4LRX:A, B, C, D::PMID=24440518",4LRX,,"A, B","C, D",DhaK,DhaR(N),1.5e-05,ITC,X-RAY DIFFRACTION,293.0,3.25,24440518.0,29/01/2014,24440518,2014 Mar 4,OTHER
310,SKEMPI v2.0,"4MYW:A, B::PMID=25231300",4MYW,,A,B,HSV-2 gD,Nectin-1,1.91e-08,SPR,X-RAY DIFFRACTION,298.0,3.19,25231300.0,01/10/2014,25231300,2014 Dec,OTHER
313,SKEMPI v2.0,"4NM8:A, B, C, D, E, F, H, L::PMID=24335589",4NM8,,"A, B, C, D, E, F","H, L",1968 Hemagglutinin,CR8043 fab,2.5e-09,BLI,X-RAY DIFFRACTION,303.0,4.0,24335589.0,25/12/2013,24335589,2014 Jan 7,OTHER
314,SKEMPI v2.0,"4NZW:A, B::PMID=24746913",4NZW,,A,B,MO25,STK25,5.04e-07,BLI,X-RAY DIFFRACTION,298.0,3.58,24746913.0,03/12/2014,24746913,2014 May,OTHER
315,SKEMPI v2.0,"4O27:A, B::PMID=24746913",4O27,,A,B,MO25,MST3,2.5e-08,BLI,X-RAY DIFFRACTION,298.0,3.19,24746913.0,03/12/2014,24746913,2014 May,OTHER
316,SKEMPI v2.0,"4OFY:A, D::PMID=24485456",4OFY,,A,D,SYG-1 D1-D2,SYG-2 D1-D4,5.9e-07,SPR,X-RAY DIFFRACTION,298.0,3.3,24485456.0,19/02/2014,24485456,2014 Jan 30,OTHER
320,SKEMPI v2.0,"4PWX:A, B, C, D::PMID=24727835",4PWX,,"A, B","C, D",GET3,GET4,5.4e-07,ITC,X-RAY DIFFRACTION,298.0,5.4,24727835.0,09/04/2014,24727835,2014 May,OTHER
321,SKEMPI v2.0,"4RA0:A, C::PMID=25242553",4RA0,,A,C,GAS6,Axl,2.7e-12,Other,X-RAY DIFFRACTION,298.0,3.07,25242553.0,24/09/2014,25242553,2014 Nov,OTHER
323,SKEMPI v2.0,"4U6H:A, B, E::PMID=25031354",4U6H,,"A, B",E,M12B9 fab,Vaccinia L1,9e-11,BLI,X-RAY DIFFRACTION,298.0,3.1,25031354.0,06/08/2014,25031354,2014 Oct,OTHER
327,SKEMPI v2.0,"4X4M:A, B, E::PMID=25561553",4X4M,,"A, B",E,IgG1 Fc,Fc gamma receptor 1,8.8e-09,SPR,X-RAY DIFFRACTION,298.0,3.48,25561553.0,08/04/2015,25561553,2015 Jan 20,OTHER
328,SKEMPI v2.0,"4Y61:A, B::PMID=25989451",4Y61,,A,B,PTP delta,Slitrk2 LRR1,3.56e-07,SPR,X-RAY DIFFRACTION,298.0,3.36,25989451.0,03/06/2015,25989451,2015 May 19,OTHER
329,SKEMPI v2.0,"4YEB:A, B::PMID=26235031",4YEB,,A,B,Latrophilin-3 OLF domain,FLRT3 LRR domain,1.69e-08,ITC,X-RAY DIFFRACTION,298.0,3.19,26235031.0,19/08/2015,26235031,2015 Sep 1,OTHER
330,SKEMPI v2.0,"4YFD:A, B::PMID=25908590",4YFD,,A,B,PTP delta,IL-1RAcP,6.8e-07,SPR,X-RAY DIFFRACTION,298.0,3.25,25908590.0,06/05/2015,25908590,2015 Apr 24,OTHER
331,SKEMPI v2.0,"4YH7:A, B::PMID=25908590",4YH7,,A,B,PTP delta,IL1RAPL1,1.5e-07,SPR,X-RAY DIFFRACTION,298.0,4.4,25908590.0,06/05/2015,25908590,2015 Apr 24,OTHER
332,SKEMPI v2.0,"4ZS6:A, H, L::PMID=26281793",4ZS6,,"H, L",A,MERS-27 fab,MERS-CoV envolope protein S,3.12e-07,SPR,X-RAY DIFFRACTION,298.0,3.17,26281793.0,02/09/2015,26281793,2015 Aug 18,OTHER
333,SKEMPI v2.0,"5C6T:A, H, L::PMID=26365435",5C6T,,"H, L",A,1G2 fab,HCMV glycoprotein B,1.3e-10,SPR,X-RAY DIFFRACTION,298.0,3.6,26365435.0,23/09/2015,26365435,2015 Sep 14,OTHER
334,SKEMPI v2.0,"5CXB:A, B::PMID=26476442",5CXB,,A,B,C. thermophilum YTM1,C. thermophilum ERB1,2.7e-09,BLI,X-RAY DIFFRACTION,298.0,2.1,26476442.0,04/11/2015,26476442,2015 Dec 15,OTHER
335,SKEMPI v2.0,"5CYK:A, B::PMID=26476442",5CYK,,A,B,C. thermophilum YTM1,C. thermophilum ERB1,2.49e-07,BLI,X-RAY DIFFRACTION,298.0,3.0,26476442.0,28/10/2015,26476442,2015 Dec 15,OTHER
336,SKEMPI v2.0,"5DWU:A, B, H, L::PMID=26651396",5DWU,,"H, L","A, B",CSL311 fab,Cytokine receptor common subunit beta,1e-10,SPR,X-RAY DIFFRACTION,310.0,3.97,26651396.0,30/12/2015,26651396,2016,OTHER
339,SKEMPI v2.0,"5F4E:A, B::PMID=27309818",5F4E,,A,B,Sperm-egg fusion protein Izumo,Sperm-egg fusion protein Juno,5.9e-08,BLI,X-RAY DIFFRACTION,293.0,2.4,27309818.0,15/06/2016,27309818,2016 Jun 23,OTHER
340,SKEMPI v2.0,"5K39:A, B::PMID=27924829",5K39,,A,B,C. thermocellum ScaC2 cohesin 2,C. thermocellum CipB dockerin,1.66e-08,ITC,X-RAY DIFFRACTION,318.0,1.98,27924829.0,29/03/2017,27924829,2016 Dec 7,OTHER
8224,Affinity Benchmark v5.5,"1ATN:A, D::PMID=6244947",1ATN,,A,D,Actin,Dnase I,2e-09,,X-RAY DIFFRACTION,305.15,2.8,2395459.0,15/07/1992,6244947,1980 Mar,OTHER
8225,Affinity Benchmark v5.5,"1EER:A, B, C::PMID=12463751",1EER,,A,"B, C",Erythropoietin,EPO receptor,3.7e-12,,X-RAY DIFFRACTION,300.15,1.9,9774108.0,01/10/1999,12463751,2002 Dec 10,OTHER
8250,Affinity Benchmark v5.5,"1M10:A, B::PMID=12183630",1M10,,A,B,Von Willebrand factor dom. A1,Glycoprotein IB-alpha,5.8e-09,,X-RAY DIFFRACTION,300.15,3.1,12183630.0,28/08/2002,12183630,2002 Aug 16,OTHER
8252,Affinity Benchmark v5.5,"1AVX:A, B::PMID=Lebowitz J, Laskowski M (1962) Potentiometric Measurement of Protein-Protein Association Constants. Soybean Trypsin Inhibitor-Trypsin Association. Biochemistry 1:1044-105.",1AVX,,A,B,Porcine trypsin,Soybean trypsin inhibitor,4.8e-10,,X-RAY DIFFRACTION,295.15,1.9,9466914.0,28/10/1998,"Lebowitz J, Laskowski M (1962) Potentiometric Measurement of Protein-Protein Association Constants. Soybean Trypsin Inhibitor-Trypsin Association. Biochemistry 1:1044-105.",,OTHER
8264,Affinity Benchmark v5.5,"2OZA:A, B::PMID=15287722",2OZA,,B,A,MAP kinase 14,MAP kinase-activated protein kinase 2,2.5e-09,,X-RAY DIFFRACTION,300.15,2.7,17395714.0,03/04/2007,15287722,2004 Aug 10,OTHER
8269,Affinity Benchmark v5.5,"1EZU:A, B, C::PMID=9642073",1EZU,,C,"A, B",D102N Trypsin,Y69F D70P Ecotin,8e-11,,X-RAY DIFFRACTION,300.15,2.4,10843853.0,23/06/2000,9642073,1998 Jun 19,OTHER
8270,Affinity Benchmark v5.5,"1I2M:A, B::PMID=7548002",1I2M,,A,B,Ran GTPase,RCC1,2.5e-12,,X-RAY DIFFRACTION,300.15,1.76,11336674.0,02/05/2001,7548002,1995 Oct 3,OTHER
8273,Affinity Benchmark v5.5,"2OOR:A, B, C::PMID=8898902",2OOR,,"A, B",C,NAD(P) transhydrogenase subunit alpha part 1,NAD(P) transhydrogenase subunit beta,1.6e-08,,X-RAY DIFFRACTION,300.15,2.32,17323922.0,13/03/2007,8898902,1996 Oct 1,OTHER
8278,Affinity Benchmark v5.5,"1KXP:A, D::PMID=2910852",1KXP,,A,D,Actin,Vitamin D binding protein,9e-10,,X-RAY DIFFRACTION,300.15,2.1,12048248.0,19/06/2002,2910852,1989 Jan 15,OTHER
8280,Affinity Benchmark v5.5,"1GXD:A, C::PMID=9368077",1GXD,,A,C,ProMMP2 type IV collagenase,Metalloproteinase inhibitor 2,5.2e-09,,X-RAY DIFFRACTION,300.15,3.1,12032297.0,09/07/2002,9368077,1997 Nov 21,OTHER
