repeat,fold,model_family,mode,supervision_mode,affinity_weight,target_policy,latent_dim,hidden_dim,num_layers,n_train_graphs,n_val_graphs,n_test_graphs,best_epoch,best_val_recon,best_val_objective,ridge_alpha,train_rmse,val_rmse,test_rmse,train_r2,val_r2,test_r2,train_pearson_r,val_pearson_r,test_pearson_r,test_train_rmse_gap,train_val_rmse_gap,head_train_rmse,head_val_rmse,head_test_rmse,head_train_r2,head_val_r2,head_test_r2,train_summary_json,ridge_summary_json,fold_records_path,tag
1,1,supervised_baseline,SD,supervised,,,,128,3,934,215,288,38,,6.119232910020011,,1.2722429126958663,2.5049493399935288,2.141547344028343,0.7662646399720121,0.2120426750511015,0.3141274836695701,0.8860486548752823,0.4953571684195766,0.5769867520811207,0.8693044313324763,1.2327064272976622,,,,,,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_01/fold_01/supervised_baseline_summary_SD.json,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_01/fold_01/graph_records_fold.pt,full_base_SD
1,2,supervised_baseline,SD,supervised,,,,128,3,934,215,288,34,,4.720987064497812,,1.5315418453363203,2.1641393752140585,2.427860034937913,0.6792143743696695,0.3362879256304416,0.0297354067651639,0.8294631713504415,0.5938523498510666,0.4153564149951012,0.8963181896015926,0.6325975298777382,,,,,,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_01/fold_02/supervised_baseline_summary_SD.json,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_01/fold_02/graph_records_fold.pt,full_base_SD
1,3,supervised_baseline,SD,supervised,,,,128,3,934,216,287,15,,4.216014419283185,,2.069740474953149,2.075659802380833,2.5214023679765014,0.4153823220788701,0.153595667842328,0.1604552899843246,0.6478747255347592,0.4634015655421104,0.4495036035519483,0.4516618930233522,0.0059193274276836,,,,,,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_01/fold_03/supervised_baseline_summary_SD.json,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_01/fold_03/graph_records_fold.pt,full_base_SD
1,4,supervised_baseline,SD,supervised,,,,128,3,934,216,287,33,,4.945898711681366,,1.441471423275129,2.2390158629405343,2.581709962803404,0.6891825517281361,0.2800986113767747,0.1876907374135382,0.8367284848527664,0.5649696984890341,0.4746918881314658,1.1402385395282757,0.7975444396654057,,,,,,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_01/fold_04/supervised_baseline_summary_SD.json,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_01/fold_04/graph_records_fold.pt,full_base_SD
1,5,supervised_baseline,SD,supervised,,,,128,3,934,216,287,30,,5.4463149309158325,,1.5064709814378487,2.327930913577363,2.493932454050656,0.685420128010859,0.2137816528471522,0.0536578208797524,0.8311094401409399,0.4944724094527738,0.4247599179303428,0.987461472612807,0.8214599321395142,,,,,,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_01/fold_05/supervised_baseline_summary_SD.json,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_01/fold_05/graph_records_fold.pt,full_base_SD
2,1,supervised_baseline,SD,supervised,,,,128,3,934,215,288,40,,4.942860586302621,,1.2743357805088975,2.2439112616496164,2.4044664341591617,0.7727565679285591,0.2881791859650868,0.1331027912674615,0.8856273130473752,0.5535385574820206,0.4688229239273433,1.130130653650264,0.9695754811407188,,,,,,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_02/fold_01/supervised_baseline_summary_SD.json,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_02/fold_01/graph_records_fold.pt,full_base_SD
2,2,supervised_baseline,SD,supervised,,,,128,3,934,215,288,30,,4.4680531706128805,,1.5929887372416611,2.127289717596196,2.5077710220903677,0.6262870495866635,0.3401055941836647,0.2069595903992814,0.8109228437904256,0.5999976028696881,0.4935266068097884,0.914782284848706,0.5343009803545347,,,,,,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_02/fold_02/supervised_baseline_summary_SD.json,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_02/fold_02/graph_records_fold.pt,full_base_SD
2,3,supervised_baseline,SD,supervised,,,,128,3,934,216,287,22,,6.393742527280535,,1.714062407426202,2.5330969787716624,2.3465933816532503,0.5714138510341049,0.1760904203945292,0.2185220807295984,0.7582651085629999,0.4513247928505305,0.5097535982993854,0.6325309742270484,0.8190345713454605,,,,,,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_02/fold_03/supervised_baseline_summary_SD.json,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_02/fold_03/graph_records_fold.pt,full_base_SD
2,4,supervised_baseline,SD,supervised,,,,128,3,934,216,287,43,,7.13090375491551,,1.3409555656930536,2.6924507451071524,2.327181821229981,0.7360354753668228,0.0574615622579188,0.2563453156434239,0.8691338264923447,0.3933821625884981,0.531287004206546,0.9862262555369272,1.3514951794140988,,,,,,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_02/fold_04/supervised_baseline_summary_SD.json,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_02/fold_04/graph_records_fold.pt,full_base_SD
2,5,supervised_baseline,SD,supervised,,,,128,3,934,216,287,16,,4.380616809640612,,1.915542982182598,2.074698818519835,2.320400081250069,0.5079792513959747,0.3091919012853518,0.1242913067476975,0.7221820589927994,0.5807483864960409,0.4575081982708623,0.4048570990674711,0.1591558363372371,,,,,,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_02/fold_05/supervised_baseline_summary_SD.json,,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_base_SD/repeat_02/fold_05/graph_records_fold.pt,full_base_SD
1,1,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,16.0,128,3,934,215,288,64,0.4533919170845387,1.291593984947648,3.0,1.4947583137682203,2.620901333604296,2.4938683783400664,0.6773539941106537,0.1374065690103187,0.0698883210193697,0.8230943526208052,0.4258992807861683,0.3855523049294847,0.9991100645718458,1.1261430198360756,1.5892762638716649,2.768440888469016,2.5961162379750373,0.6352602195541589,0.0375563472438511,-0.0079437767679131,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_01/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_01/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_01/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z16
1,2,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,16.0,128,3,934,215,288,115,0.3887652943300646,1.082398738278899,1.0,1.3074110081732135,2.4579211096637588,2.4758030059492877,0.7662339494718091,0.1438592992411194,-0.0089625873511278,0.8753642136947167,0.4841769895839845,0.3697892092189387,1.1683919977760735,1.1505101014905452,1.3296533059682325,2.440712416854105,2.4969458620694542,0.7582124134580946,0.1558055629513546,-0.0262688413145748,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_02/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_02/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_02/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z16
1,3,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,16.0,128,3,934,216,287,31,0.5137860951600252,1.062029947837194,10.0,1.8688128214382425,2.259070388777234,2.7200595590788663,0.5233805420582955,-0.0025938909207876,0.0229510016239053,0.7235495043475539,0.3903841839860967,0.3357502638951519,0.8512467376406239,0.3902575673389914,1.8760144975828597,2.22905471314872,2.6909145264237093,0.5197000529046137,0.0238715177943812,0.0437766972613519,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_03/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_03/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_03/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z16
1,4,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,16.0,128,3,934,216,287,70,0.4843102826012505,1.3117507055953697,3.0,1.51135882506332,2.485093531483036,2.701671879737196,0.6583129737247155,0.1131622974977646,0.1104472451822875,0.8114342278310981,0.4449921351450767,0.4054966880287965,1.1903130546738765,0.9737347064197164,1.5757435579355226,2.4902476649894827,2.736658281562197,0.6285807598804345,0.1094798445781484,0.0872588147183353,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_04/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_04/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_04/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z16
1,5,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,16.0,128,3,934,216,287,62,0.4525906885111773,1.1798745217146696,10.0,1.463703034777358,2.3878383549179336,2.392005760733773,0.7030281140297749,0.172795578989885,0.12943086405902,0.8389342419884053,0.4618788478542278,0.4312962318007363,0.9283027259564154,0.9241353201405756,1.5228973237438117,2.4230598159705017,2.3963423726306248,0.6785224592235743,0.1482124855929159,0.1262713877840215,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_05/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_05/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_01/fold_05/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z16
2,1,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,16.0,128,3,934,215,288,87,0.4086412935755973,1.1545643594375876,3.0,1.206133895375509,2.420825909626869,2.470673908162589,0.7964295999883032,0.1715115767977356,0.0847051375276064,0.8924886791387943,0.4673969894616522,0.4251134004768802,1.2645400127870805,1.2146920142513602,1.2468874566726382,2.470774015618105,2.5158805838299734,0.7824404772769773,0.1369710242440976,0.050903844961342,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_01/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_01/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_01/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z16
2,2,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,16.0,128,3,934,215,288,60,0.5094199740609457,1.2834156646284949,10.0,1.414947648252718,2.364063053203602,2.479863616886069,0.70515519463898,0.1850344022190875,0.2245118748627512,0.8399106486645492,0.4952045944673326,0.4917160796249256,1.0649159686333507,0.949115404950884,1.4821625403216812,2.4843091119840106,2.591553871057348,0.6764775646885829,0.1000208888236535,0.1530845802183624,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_02/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_02/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_02/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z16
2,3,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,16.0,128,3,934,216,287,79,0.4060492250654433,1.2372692911713212,3.0,1.5054855291223337,2.4767341497093005,2.844933770939908,0.6693732090243829,0.2123474139467214,-0.1486437394400639,0.8182314097666952,0.4872782047493089,0.2570259537735063,1.3394482418175742,0.971248620586967,1.6343291711055652,2.507740392222679,2.7529645449994304,0.6103596398276339,0.1925027184067977,-0.0755788779661861,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_03/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_03/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_03/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z16
2,4,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,16.0,128,3,934,216,287,59,0.4968985804805049,1.4114915397432115,10.0,1.6016627144656277,2.6326088764140616,2.4275679191842934,0.6234185520639297,0.0988933008025937,0.1908044877170032,0.7899626351574295,0.3955998975876299,0.4800533996038707,0.8259052047186659,1.030946161948434,1.7856547741218531,2.866971345539783,2.5469896197037043,0.5319289423191287,-0.0686862963897492,0.1092311192971399,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_04/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_04/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_04/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z16
2,5,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,16.0,128,3,934,216,287,60,0.4662537122214282,1.018550388239048,10.0,1.5402818889197605,2.279645792912464,2.5362596537030653,0.6818733645120907,0.1659692828382486,-0.0462159655280445,0.8262496157235669,0.4800172426823139,0.3722004936090253,0.995977764783305,0.7393639039927038,1.552751710914011,2.228998867534379,2.4903558035710405,0.6767015313515651,0.2026169551544751,-0.0086876827475221,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_05/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_05/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z16/repeat_02/fold_05/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z16
1,1,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,32.0,128,3,934,215,288,32,0.5520356821459393,1.406652559651885,10.0,1.6305859131497886,2.657103145885692,2.4164566177664217,0.6160526184294172,0.1134124466406618,0.1267350163295079,0.7850351755065216,0.4276010053326044,0.4454075382944113,0.7858707046166331,1.0265172327359036,1.7056020071808704,2.6844349360697866,2.5114465966524757,0.5799125233401186,0.0950792072235119,0.0567301869690117,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z32/repeat_01/fold_01/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z32/repeat_01/fold_01/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z32/repeat_01/fold_01/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z32
1,2,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,32.0,128,3,934,215,288,43,0.5140196665774944,1.172125286695569,10.0,1.5383789969001114,2.315707750407721,2.442888684774438,0.6763438611616484,0.2400644468791761,0.0176861965408691,0.8225252024004716,0.5408007849151218,0.3981411611010522,0.9045096878743266,0.7773287535076101,2.203803387347215,2.8085460461756773,2.8457934062251105,0.3357939037108847,-0.1178212513165855,-0.3330597894144871,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z32/repeat_01/fold_02/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z32/repeat_01/fold_02/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z32/repeat_01/fold_02/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z32
1,3,vae_ridge,SD,semi_supervised,1.0,sd_dynamic_all,32.0,128,3,934,216,287,70,0.4156212067162549,1.0313021540641785,3.0,1.4021946023126015,2.156534501984359,2.686496078906257,0.7316777170764903,0.086353174762952,0.0469143322326635,0.8554408462925333,0.4537155474843808,0.4119625865096443,1.2843014765936556,0.7543398996717576,1.4591195902391103,2.2200120204127383,2.731512777166368,0.7094492939802909,0.0317752500910681,0.014705656733271,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z32/repeat_01/fold_03/train_summary_SD.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z32/repeat_01/fold_03/latent_ridge_summary.json,src/bridging/generatedData/graphvae/PPB_Affinity_broad_pairuniq_train80_test20_resample_matrix_v1/full_SD_semi_sd_dynamic_all_z32/repeat_01/fold_03/graph_records_fold.pt,full_SD_semi_sd_dynamic_all_z32
